Fold_date,Total_points,Total_Folders
14-Mar-2024 00 UTC,29858.91,4574
13-Mar-2024 12 UTC,17730.74,3238
13-Mar-2024 00 UTC,38282.04,5895
12-Mar-2024 12 UTC,41309.63,5886
12-Mar-2024 00 UTC,0,0
11-Mar-2024 12 UTC,21001.22,2313
11-Mar-2024 00 UTC,24689.79,3636
10-Mar-2024 12 UTC,32074.02,5396
10-Mar-2024 00 UTC,33077.38,5475
09-Mar-2024 12 UTC,31821.01,5408
17-Feb-2024 12 UTC,26524.43,2453
17-Feb-2024 00 UTC,25816.23,2447
16-Feb-2024 12 UTC,26368.06,2397
16-Feb-2024 00 UTC,27811.04,2481
15-Feb-2024 12 UTC,27307.18,2480
15-Feb-2024 00 UTC,27566.06,2515
14-Feb-2024 12 UTC,27397.71,2484
14-Feb-2024 00 UTC,27671.59,2519
13-Feb-2024 12 UTC,26925.59,2490
13-Feb-2024 00 UTC,29325.41,2488
12-Feb-2024 12 UTC,29155.25,2429
12-Feb-2024 00 UTC,28873.89,2437
11-Feb-2024 12 UTC,28827.74,2408
11-Feb-2024 00 UTC,28972.13,2442
10-Feb-2024 12 UTC,28796.51,2422
10-Feb-2024 00 UTC,29281.8,2466
09-Feb-2024 12 UTC,29654.78,2561
09-Feb-2024 00 UTC,30447.15,2586
08-Feb-2024 12 UTC,30605.74,2618
08-Feb-2024 00 UTC,30252.08,2597
07-Feb-2024 12 UTC,29749.5,2594
07-Feb-2024 00 UTC,29314.63,2610
06-Feb-2024 12 UTC,29097.46,2587
06-Feb-2024 00 UTC,29833.95,2600
05-Feb-2024 12 UTC,29851.43,2558
05-Feb-2024 00 UTC,28778.78,2424
04-Feb-2024 12 UTC,29448.66,2413
04-Feb-2024 00 UTC,30512.98,2487
03-Feb-2024 12 UTC,29537.75,2446
03-Feb-2024 00 UTC,29687.96,2472
02-Feb-2024 12 UTC,11406.94,999
02-Feb-2024 00 UTC,29992.93,2491
01-Feb-2024 12 UTC,29613.61,2482
01-Feb-2024 00 UTC,30274.52,2521
31-Jan-2024 12 UTC,30153.93,2473
31-Jan-2024 00 UTC,30197.7,2426
30-Jan-2024 12 UTC,30529.89,2412
30-Jan-2024 00 UTC,30762.92,2482
29-Jan-2024 12 UTC,30632.31,2411
29-Jan-2024 00 UTC,29231.55,2308
28-Jan-2024 12 UTC,28877.58,2225
28-Jan-2024 00 UTC,28962.26,2263
27-Jan-2024 12 UTC,27841.65,2181
27-Jan-2024 00 UTC,26799.72,2187
26-Jan-2024 12 UTC,28316.33,2273
26-Jan-2024 00 UTC,28384.78,2279
25-Jan-2024 12 UTC,30061.75,2331
25-Jan-2024 00 UTC,29456.21,2240
24-Jan-2024 12 UTC,27625.78,2066
24-Jan-2024 00 UTC,28207.63,2131
23-Jan-2024 12 UTC,31069.19,2350
23-Jan-2024 00 UTC,32964.82,2465
22-Jan-2024 12 UTC,33224.87,2387
22-Jan-2024 00 UTC,32735.85,2383
21-Jan-2024 12 UTC,33104.58,2348
21-Jan-2024 00 UTC,33533.5,2391
20-Jan-2024 12 UTC,33714.08,2376
20-Jan-2024 00 UTC,33409.12,2413
19-Jan-2024 12 UTC,32946.73,2413
19-Jan-2024 00 UTC,31923.74,2348
18-Jan-2024 12 UTC,28866.0,2171
18-Jan-2024 00 UTC,27670.95,2150
17-Jan-2024 12 UTC,28060.86,2153
17-Jan-2024 00 UTC,28022.22,2152
16-Jan-2024 12 UTC,27810.42,2106
16-Jan-2024 00 UTC,28663.53,2153
15-Jan-2024 12 UTC,27958.14,2076
15-Jan-2024 00 UTC,26900.09,1949
14-Jan-2024 12 UTC,26827.84,2002
14-Jan-2024 00 UTC,27902.71,2096
13-Jan-2024 12 UTC,27667.74,2090
13-Jan-2024 00 UTC,28002.4,2105
12-Jan-2024 12 UTC,27312.04,2059
12-Jan-2024 00 UTC,27457.69,2093
11-Jan-2024 12 UTC,27391.24,2093
11-Jan-2024 00 UTC,27783.53,2219
10-Jan-2024 12 UTC,26655.76,2065
10-Jan-2024 00 UTC,27141.22,2052
09-Jan-2024 12 UTC,27279.64,2039
09-Jan-2024 00 UTC,26601.2,2049
08-Jan-2024 12 UTC,26996.65,2009
08-Jan-2024 00 UTC,26194.77,1952
07-Jan-2024 12 UTC,25735.01,1938
07-Jan-2024 00 UTC,27127.86,2044
06-Jan-2024 12 UTC,26699.21,2039
06-Jan-2024 00 UTC,26384.87,1990
05-Jan-2024 12 UTC,25838.64,1966
05-Jan-2024 00 UTC,26155.74,1991
04-Jan-2024 12 UTC,25586.33,1941
04-Jan-2024 00 UTC,25372.91,1943
03-Jan-2024 12 UTC,25849.39,1979
03-Jan-2024 00 UTC,26296.73,2038
02-Jan-2024 12 UTC,25989.99,2054
02-Jan-2024 00 UTC,26384.76,2045
01-Jan-2024 12 UTC,25766.65,2021
01-Jan-2024 00 UTC,25530.68,1983
31-Dec-2023 12 UTC,25731.67,2001
31-Dec-2023 00 UTC,25167.26,1938
30-Dec-2023 12 UTC,24510.79,1925
30-Dec-2023 00 UTC,25034.06,2028
29-Dec-2023 12 UTC,25615.87,2081
29-Dec-2023 00 UTC,25744.41,2051
28-Dec-2023 12 UTC,25981.28,2083
28-Dec-2023 00 UTC,26429.65,2147
27-Dec-2023 12 UTC,25606.88,2040
27-Dec-2023 00 UTC,25379.69,2027
26-Dec-2023 12 UTC,10737.42,975
26-Dec-2023 00 UTC,26130.13,2049
25-Dec-2023 12 UTC,26799.16,2091
25-Dec-2023 00 UTC,25603.78,1936
24-Dec-2023 12 UTC,25937.7,1940
24-Dec-2023 00 UTC,26689.1,2054
23-Dec-2023 12 UTC,27523.74,2071
23-Dec-2023 00 UTC,28538.1,2197
22-Dec-2023 12 UTC,29554.67,2166
22-Dec-2023 00 UTC,29453.7,2223
21-Dec-2023 12 UTC,29380.53,2146
21-Dec-2023 00 UTC,30290.73,2196
20-Dec-2023 12 UTC,30201.4,2185
20-Dec-2023 00 UTC,29842.73,2223
19-Dec-2023 12 UTC,29757.95,2234
19-Dec-2023 00 UTC,29695.68,2225
18-Dec-2023 12 UTC,29452.02,2222
18-Dec-2023 00 UTC,30544.78,2234
17-Dec-2023 12 UTC,30857.97,2314
17-Dec-2023 00 UTC,30660.29,2333
16-Dec-2023 12 UTC,30669.48,2316
16-Dec-2023 00 UTC,31134.13,2293
15-Dec-2023 12 UTC,30812.25,2251
15-Dec-2023 00 UTC,32011.54,2312
14-Dec-2023 12 UTC,31536.45,2317
14-Dec-2023 00 UTC,31289.4,2277
13-Dec-2023 12 UTC,30933.55,2268
13-Dec-2023 00 UTC,31795.32,2374
12-Dec-2023 12 UTC,31498.2,2318
12-Dec-2023 00 UTC,33402.61,2247
11-Dec-2023 12 UTC,32801.41,2195
11-Dec-2023 00 UTC,31433.39,2152
10-Dec-2023 12 UTC,31801.36,2151
10-Dec-2023 00 UTC,33392.2,2252
09-Dec-2023 12 UTC,30632.47,2125
09-Dec-2023 00 UTC,33706.4,2263
08-Dec-2023 12 UTC,33784.39,2271
08-Dec-2023 00 UTC,33078.11,2251
07-Dec-2023 12 UTC,34411.83,2301
07-Dec-2023 00 UTC,34198.58,2298
06-Dec-2023 12 UTC,36601.38,2465
06-Dec-2023 00 UTC,37835.83,2523
05-Dec-2023 12 UTC,36554.38,2471
05-Dec-2023 00 UTC,37350.27,2481
04-Dec-2023 12 UTC,38826.86,2808
04-Dec-2023 00 UTC,39318.46,2837
03-Dec-2023 12 UTC,42877.55,3254
03-Dec-2023 00 UTC,44418.64,2942
02-Dec-2023 12 UTC,44151.94,3410
02-Dec-2023 00 UTC,44528.21,2907
01-Dec-2023 12 UTC,44836.54,3401
01-Dec-2023 00 UTC,45454.54,2916
30-Nov-2023 12 UTC,44918.42,3410
30-Nov-2023 00 UTC,47248.53,3139
29-Nov-2023 12 UTC,46479.14,3462
29-Nov-2023 00 UTC,46980.13,3166
28-Nov-2023 12 UTC,46268.59,3514
28-Nov-2023 00 UTC,50483.39,3661
27-Nov-2023 12 UTC,50346.37,3941
27-Nov-2023 00 UTC,49353.75,3446
26-Nov-2023 12 UTC,46242.05,3251
26-Nov-2023 00 UTC,47365.88,3156
25-Nov-2023 12 UTC,50341.54,4032
25-Nov-2023 00 UTC,47914.46,3706
24-Nov-2023 12 UTC,47418.41,3865
24-Nov-2023 00 UTC,49845.62,3878
23-Nov-2023 12 UTC,49922.68,4155
23-Nov-2023 00 UTC,49144.93,3714
22-Nov-2023 12 UTC,47195.13,3908
22-Nov-2023 00 UTC,46385.33,3579
21-Nov-2023 12 UTC,43029.21,3555
21-Nov-2023 00 UTC,48392.11,3566
20-Nov-2023 12 UTC,74418.99,4744
20-Nov-2023 00 UTC,20155.55,1606
19-Nov-2023 12 UTC,13954.66,1053
19-Nov-2023 00 UTC,47719.68,3462
18-Nov-2023 12 UTC,14518.87,1103
18-Nov-2023 00 UTC,46086.18,3529
17-Nov-2023 12 UTC,48698.23,4039
17-Nov-2023 00 UTC,47399.17,3499
16-Nov-2023 12 UTC,48054.89,4006
16-Nov-2023 00 UTC,52406.73,3655
15-Nov-2023 12 UTC,42237.71,3712
15-Nov-2023 00 UTC,47856.3,3534
14-Nov-2023 12 UTC,47819.58,3955
14-Nov-2023 00 UTC,48645.37,3550
13-Nov-2023 12 UTC,51365.32,4260
13-Nov-2023 00 UTC,50048.99,3713
12-Nov-2023 12 UTC,49180.03,4139
12-Nov-2023 00 UTC,49962.49,3694
11-Nov-2023 12 UTC,50083.51,4154
11-Nov-2023 00 UTC,49932.39,3915
10-Nov-2023 12 UTC,52484.01,4207
10-Nov-2023 00 UTC,52113.11,3845
09-Nov-2023 12 UTC,51622.78,4181
09-Nov-2023 00 UTC,53145.19,4018
08-Nov-2023 12 UTC,54283.36,4321
08-Nov-2023 00 UTC,52915.77,3971
07-Nov-2023 12 UTC,52045.43,4240
07-Nov-2023 00 UTC,53525.88,4044
06-Nov-2023 12 UTC,52441.97,4256
06-Nov-2023 00 UTC,52073.9,3875
05-Nov-2023 12 UTC,52269.56,4200
05-Nov-2023 00 UTC,53322.95,3876
04-Nov-2023 12 UTC,52517.11,4107
04-Nov-2023 00 UTC,52859.71,4028
03-Nov-2023 12 UTC,58782.67,4639
03-Nov-2023 00 UTC,58796.52,4454
02-Nov-2023 12 UTC,58449.23,4639
02-Nov-2023 00 UTC,58186.23,4404
01-Nov-2023 12 UTC,25250.52,1557
01-Nov-2023 00 UTC,0,0
31-Oct-2023 12 UTC,56911.32,4622
31-Oct-2023 00 UTC,58072.54,4702
30-Oct-2023 12 UTC,58428.86,4773
30-Oct-2023 00 UTC,59686.06,4743
29-Oct-2023 12 UTC,59342.26,4837
29-Oct-2023 00 UTC,57364.01,4672
28-Oct-2023 12 UTC,56675.63,4737
28-Oct-2023 00 UTC,58500.28,4787
27-Oct-2023 12 UTC,56635.88,4719
27-Oct-2023 00 UTC,54595.2,4486
26-Oct-2023 12 UTC,52473.83,4446
26-Oct-2023 00 UTC,49662.61,3738
25-Oct-2023 12 UTC,49210.33,4193
25-Oct-2023 00 UTC,44843.78,3670
24-Oct-2023 12 UTC,43225.25,3482
24-Oct-2023 00 UTC,42123.76,3260
23-Oct-2023 12 UTC,42704.04,3579
23-Oct-2023 00 UTC,46605.41,3743
22-Oct-2023 12 UTC,37460.76,2653
22-Oct-2023 00 UTC,40652.22,2987
21-Oct-2023 12 UTC,43994.0,3276
21-Oct-2023 00 UTC,47765.89,3624
20-Oct-2023 12 UTC,57532.36,4505
20-Oct-2023 00 UTC,56416.58,4072
19-Oct-2023 12 UTC,56631.32,4421
19-Oct-2023 00 UTC,55314.27,4110
18-Oct-2023 12 UTC,58504.48,4620
18-Oct-2023 00 UTC,80434.81,6244
17-Oct-2023 12 UTC,55883.39,4422
17-Oct-2023 00 UTC,57493.27,4213
16-Oct-2023 12 UTC,57410.08,4389
16-Oct-2023 00 UTC,55448.67,4138
15-Oct-2023 12 UTC,56058.08,4568
15-Oct-2023 00 UTC,57394.96,4248
14-Oct-2023 12 UTC,58203.05,4607
14-Oct-2023 00 UTC,60425.94,4428
13-Oct-2023 12 UTC,60470.16,4453
13-Oct-2023 00 UTC,63458.33,4870
12-Oct-2023 12 UTC,60424.46,4457
12-Oct-2023 00 UTC,58885.96,4109
11-Oct-2023 12 UTC,59097.57,4454
11-Oct-2023 00 UTC,55553.01,4022
10-Oct-2023 12 UTC,52388.76,3868
10-Oct-2023 00 UTC,56191.03,4022
09-Oct-2023 12 UTC,55212.73,4307
09-Oct-2023 00 UTC,58164.43,4122
08-Oct-2023 12 UTC,56461.54,4418
08-Oct-2023 00 UTC,56332.15,4063
07-Oct-2023 12 UTC,58941.91,4902
07-Oct-2023 00 UTC,69906.08,7205
06-Oct-2023 12 UTC,73337.55,8164
06-Oct-2023 00 UTC,82079.68,8079
05-Oct-2023 12 UTC,85778.83,8720
05-Oct-2023 00 UTC,85760.01,8459
04-Oct-2023 12 UTC,85437.16,8679
04-Oct-2023 00 UTC,85989.63,8490
03-Oct-2023 12 UTC,84900.74,8686
03-Oct-2023 00 UTC,81935.16,8427
02-Oct-2023 12 UTC,76993.75,7905
02-Oct-2023 00 UTC,81984.64,8446
01-Oct-2023 12 UTC,82724.33,8778
01-Oct-2023 00 UTC,82334.21,8248
30-Sep-2023 12 UTC,80833.82,8575
30-Sep-2023 00 UTC,83655.63,8693
29-Sep-2023 12 UTC,82839.06,8735
29-Sep-2023 00 UTC,83929.68,8942
28-Sep-2023 12 UTC,85888.75,9101
28-Sep-2023 00 UTC,82320.89,8420
27-Sep-2023 12 UTC,86515.21,8874
27-Sep-2023 00 UTC,77312.65,6804
26-Sep-2023 12 UTC,85742.41,8965
26-Sep-2023 00 UTC,85878.88,8894
25-Sep-2023 12 UTC,86381.16,8956
25-Sep-2023 00 UTC,83480.08,8629
24-Sep-2023 12 UTC,97111.61,9764
24-Sep-2023 00 UTC,100777.29,9794
23-Sep-2023 12 UTC,2530.09,126
23-Sep-2023 00 UTC,1681.42,85
22-Sep-2023 12 UTC,99123.82,9803
22-Sep-2023 00 UTC,96614.98,9667
21-Sep-2023 12 UTC,96904.68,9777
21-Sep-2023 00 UTC,99342.12,9723
20-Sep-2023 12 UTC,93442.6,8984
20-Sep-2023 00 UTC,99981.44,9849
19-Sep-2023 12 UTC,103668.75,9826
19-Sep-2023 00 UTC,105907.67,9681
18-Sep-2023 12 UTC,108402.22,9317
18-Sep-2023 00 UTC,128964.93,9532
17-Sep-2023 12 UTC,18572.25,1131
17-Sep-2023 00 UTC,110484.33,9842
16-Sep-2023 12 UTC,101778.34,8684
16-Sep-2023 00 UTC,115935.75,9662
15-Sep-2023 12 UTC,141822.07,8442
15-Sep-2023 00 UTC,87244.22,5044
14-Sep-2023 12 UTC,71360.29,3055
14-Sep-2023 00 UTC,0,0
13-Sep-2023 12 UTC,0,0
13-Sep-2023 00 UTC,136779.25,6952
12-Sep-2023 12 UTC,0,0
12-Sep-2023 00 UTC,153016.58,7913
11-Sep-2023 12 UTC,0,0
11-Sep-2023 00 UTC,147344.86,7592
10-Sep-2023 12 UTC,0,0
10-Sep-2023 00 UTC,108626.87,7924
09-Sep-2023 12 UTC,111149.87,7840
09-Sep-2023 00 UTC,148043.79,8014
08-Sep-2023 12 UTC,0,0
08-Sep-2023 00 UTC,95887.68,6882
07-Sep-2023 12 UTC,95797.16,7068
07-Sep-2023 00 UTC,99750.48,6923
06-Sep-2023 12 UTC,94442.36,6686
06-Sep-2023 00 UTC,86530.46,6755
05-Sep-2023 12 UTC,101514.2,7117
05-Sep-2023 00 UTC,9205.58,877
04-Sep-2023 12 UTC,36318.1,2132
04-Sep-2023 00 UTC,0,0
03-Sep-2023 12 UTC,102881.12,7226
03-Sep-2023 00 UTC,103522.13,7250
02-Sep-2023 12 UTC,107298.02,7060
02-Sep-2023 00 UTC,140249.47,6861
01-Sep-2023 12 UTC,0,0
01-Sep-2023 00 UTC,128945.88,6653
31-Aug-2023 12 UTC,0,0
31-Aug-2023 00 UTC,107215.57,6091
30-Aug-2023 12 UTC,0,0
30-Aug-2023 00 UTC,141879.55,8836
29-Aug-2023 12 UTC,0,0
29-Aug-2023 00 UTC,99258.49,7212
28-Aug-2023 12 UTC,93545.0,7034
28-Aug-2023 00 UTC,81272.37,6077
27-Aug-2023 12 UTC,133944.24,8811
27-Aug-2023 00 UTC,0,0
26-Aug-2023 12 UTC,92470.03,6954
26-Aug-2023 00 UTC,129985.47,7241
25-Aug-2023 12 UTC,0,0
25-Aug-2023 00 UTC,152448.74,9190
24-Aug-2023 12 UTC,0,0
24-Aug-2023 00 UTC,91498.98,6607
23-Aug-2023 12 UTC,90396.53,6527
23-Aug-2023 00 UTC,85109.15,5622
22-Aug-2023 12 UTC,86370.37,6251
22-Aug-2023 00 UTC,85270.64,6065
21-Aug-2023 12 UTC,89575.63,6240
21-Aug-2023 00 UTC,87859.67,6021
20-Aug-2023 12 UTC,86267.27,6170
20-Aug-2023 00 UTC,119031.07,8179
19-Aug-2023 12 UTC,82105.03,5092
19-Aug-2023 00 UTC,0,0
18-Aug-2023 12 UTC,83335.37,6080
18-Aug-2023 00 UTC,88455.75,7120
17-Aug-2023 12 UTC,91652.99,7263
17-Aug-2023 00 UTC,88224.89,6217
16-Aug-2023 12 UTC,83230.22,5930
16-Aug-2023 00 UTC,99513.06,6217
15-Aug-2023 12 UTC,116527.83,6318
15-Aug-2023 00 UTC,0,0
14-Aug-2023 12 UTC,104703.24,7251
14-Aug-2023 00 UTC,123005.65,7179
13-Aug-2023 12 UTC,0,0
13-Aug-2023 00 UTC,89856.77,6086
12-Aug-2023 12 UTC,85674.4,5899
12-Aug-2023 00 UTC,88439.67,6044
11-Aug-2023 12 UTC,88910.57,6056
11-Aug-2023 00 UTC,79812.61,5522
10-Aug-2023 12 UTC,130828.36,7924
10-Aug-2023 00 UTC,0,0
09-Aug-2023 12 UTC,77970.54,5454
09-Aug-2023 00 UTC,131298.25,7957
08-Aug-2023 12 UTC,0,0
08-Aug-2023 00 UTC,79499.29,5489
07-Aug-2023 12 UTC,77849.5,5364
07-Aug-2023 00 UTC,74539.52,5047
06-Aug-2023 12 UTC,76320.89,5472
06-Aug-2023 00 UTC,77879.42,5670
05-Aug-2023 12 UTC,81151.31,5839
05-Aug-2023 00 UTC,86469.61,6062
04-Aug-2023 12 UTC,96836.74,6252
04-Aug-2023 00 UTC,113224.47,6065
03-Aug-2023 12 UTC,0,0
03-Aug-2023 00 UTC,88999.41,6053
02-Aug-2023 12 UTC,89243.09,6154
02-Aug-2023 00 UTC,89864.2,6013
01-Aug-2023 12 UTC,88165.93,6061
01-Aug-2023 00 UTC,85410.14,5723
31-Jul-2023 12 UTC,68889.0,4725
31-Jul-2023 00 UTC,88963.7,6029
30-Jul-2023 12 UTC,138296.61,8553
30-Jul-2023 00 UTC,0,0
29-Jul-2023 12 UTC,85235.37,6198
29-Jul-2023 00 UTC,82753.91,5859
28-Jul-2023 12 UTC,137262.85,8374
28-Jul-2023 00 UTC,0,0
27-Jul-2023 12 UTC,84449.61,6017
27-Jul-2023 00 UTC,82801.06,5851
26-Jul-2023 12 UTC,75684.43,5410
26-Jul-2023 00 UTC,75623.34,5418
25-Jul-2023 12 UTC,79139.96,5438
25-Jul-2023 00 UTC,75732.76,5178
24-Jul-2023 12 UTC,76361.14,5211
24-Jul-2023 00 UTC,76933.32,5031
23-Jul-2023 12 UTC,75240.47,5355
23-Jul-2023 00 UTC,27922.63,1551
22-Jul-2023 12 UTC,159031.65,7515
22-Jul-2023 00 UTC,0,0
21-Jul-2023 12 UTC,0,0
21-Jul-2023 00 UTC,131004.05,7440
20-Jul-2023 12 UTC,0,0
20-Jul-2023 00 UTC,81505.39,5271
19-Jul-2023 12 UTC,134821.3,7780
19-Jul-2023 00 UTC,0,0
18-Jul-2023 12 UTC,82291.72,5551
18-Jul-2023 00 UTC,126065.06,7201
17-Jul-2023 12 UTC,0,0
17-Jul-2023 00 UTC,79965.52,5078
16-Jul-2023 12 UTC,82325.04,5445
16-Jul-2023 00 UTC,80838.15,5201
15-Jul-2023 12 UTC,79695.28,5392
15-Jul-2023 00 UTC,118952.69,6583
14-Jul-2023 12 UTC,0,0
14-Jul-2023 00 UTC,66644.75,4030
13-Jul-2023 12 UTC,67118.22,3952
13-Jul-2023 00 UTC,67425.05,3866
12-Jul-2023 12 UTC,69571.74,4042
12-Jul-2023 00 UTC,70705.89,3825
11-Jul-2023 12 UTC,74124.52,3950
11-Jul-2023 00 UTC,71666.11,3840
10-Jul-2023 12 UTC,67172.19,3593
10-Jul-2023 00 UTC,70499.64,3613
09-Jul-2023 12 UTC,79708.91,4085
09-Jul-2023 00 UTC,69078.44,3756
08-Jul-2023 12 UTC,82123.23,4678
08-Jul-2023 00 UTC,85542.64,5026
07-Jul-2023 12 UTC,92540.79,5549
07-Jul-2023 00 UTC,90691.42,5526
06-Jul-2023 12 UTC,92018.71,5436
06-Jul-2023 00 UTC,86518.87,5062
05-Jul-2023 12 UTC,99106.11,5776
05-Jul-2023 00 UTC,125181.22,6216
04-Jul-2023 12 UTC,0,0
04-Jul-2023 00 UTC,89429.77,4920
03-Jul-2023 12 UTC,87608.31,4777
03-Jul-2023 00 UTC,90166.22,4932
02-Jul-2023 12 UTC,92567.41,5116
02-Jul-2023 00 UTC,92199.48,5094
01-Jul-2023 12 UTC,148388.44,7340
01-Jul-2023 00 UTC,0,0
30-Jun-2023 12 UTC,92645.11,5219
30-Jun-2023 00 UTC,89725.21,5120
29-Jun-2023 12 UTC,101303.8,5624
29-Jun-2023 00 UTC,102880.62,5699
28-Jun-2023 12 UTC,125229.83,5647
28-Jun-2023 00 UTC,0,0
27-Jun-2023 12 UTC,89454.37,5472
27-Jun-2023 00 UTC,86940.74,5183
26-Jun-2023 12 UTC,84351.83,4922
26-Jun-2023 00 UTC,89622.93,4829
25-Jun-2023 12 UTC,99854.74,5615
25-Jun-2023 00 UTC,98290.79,5576
24-Jun-2023 12 UTC,99014.42,5530
24-Jun-2023 00 UTC,96192.36,5334
23-Jun-2023 12 UTC,94890.97,5290
23-Jun-2023 00 UTC,94751.07,5268
22-Jun-2023 12 UTC,95114.79,5320
22-Jun-2023 00 UTC,86947.99,4738
21-Jun-2023 12 UTC,91192.06,4799
21-Jun-2023 00 UTC,89087.99,4625
20-Jun-2023 12 UTC,88171.18,4558
20-Jun-2023 00 UTC,90748.44,4663
19-Jun-2023 12 UTC,161974.01,7670
19-Jun-2023 00 UTC,34279.4,1550
18-Jun-2023 12 UTC,30726.9,1661
18-Jun-2023 00 UTC,110409.46,6241
17-Jun-2023 12 UTC,108873.66,5715
17-Jun-2023 00 UTC,115038.54,5869
16-Jun-2023 12 UTC,112182.05,5569
16-Jun-2023 00 UTC,110181.23,5393
15-Jun-2023 12 UTC,110305.95,5165
15-Jun-2023 00 UTC,175245.24,7687
14-Jun-2023 12 UTC,0,0
14-Jun-2023 00 UTC,105504.81,5191
13-Jun-2023 12 UTC,101181.77,4720
13-Jun-2023 00 UTC,95957.59,4302
12-Jun-2023 12 UTC,103895.66,4492
12-Jun-2023 00 UTC,101547.53,4382
11-Jun-2023 12 UTC,38005.26,1610
11-Jun-2023 00 UTC,104536.9,4410
10-Jun-2023 12 UTC,104736.09,4538
10-Jun-2023 00 UTC,170655.79,6624
09-Jun-2023 12 UTC,0,0
09-Jun-2023 00 UTC,107701.22,4833
08-Jun-2023 12 UTC,106395.27,4609
08-Jun-2023 00 UTC,112197.46,5014
07-Jun-2023 12 UTC,115222.15,4884
07-Jun-2023 00 UTC,109855.48,4428
06-Jun-2023 12 UTC,106030.23,4267
06-Jun-2023 00 UTC,114397.29,4692
05-Jun-2023 12 UTC,108452.83,4357
05-Jun-2023 00 UTC,109083.11,4336
04-Jun-2023 12 UTC,108375.62,4410
04-Jun-2023 00 UTC,108999.69,4571
03-Jun-2023 12 UTC,109682.44,4625
03-Jun-2023 00 UTC,109637.09,4611
02-Jun-2023 12 UTC,99381.18,3903
02-Jun-2023 00 UTC,108111.18,4150
01-Jun-2023 12 UTC,104058.35,3994
01-Jun-2023 00 UTC,101965.22,3747
31-May-2023 12 UTC,103518.87,3861
31-May-2023 00 UTC,104983.3,3963
30-May-2023 12 UTC,171003.95,5318
30-May-2023 00 UTC,0,0
29-May-2023 12 UTC,104600.38,3694
29-May-2023 00 UTC,100626.06,3511
28-May-2023 12 UTC,108672.55,3964
28-May-2023 00 UTC,112251.94,4104
27-May-2023 12 UTC,112356.65,4376
27-May-2023 00 UTC,108977.3,4027
26-May-2023 12 UTC,109797.03,4019
26-May-2023 00 UTC,174447.05,5618
25-May-2023 12 UTC,0,0
25-May-2023 00 UTC,112516.48,4211
24-May-2023 12 UTC,110142.08,4128
24-May-2023 00 UTC,176899.21,5974
23-May-2023 12 UTC,0,0
23-May-2023 00 UTC,112153.96,4387
22-May-2023 12 UTC,110110.77,4323
22-May-2023 00 UTC,119793.14,4393
21-May-2023 12 UTC,118549.1,4444
21-May-2023 00 UTC,117237.15,4419
20-May-2023 12 UTC,192153.51,6509
20-May-2023 00 UTC,0,0
19-May-2023 12 UTC,118580.68,4330
19-May-2023 00 UTC,122138.82,4481
18-May-2023 12 UTC,121753.74,4495
18-May-2023 00 UTC,122427.58,4715
17-May-2023 12 UTC,36622.29,1367
17-May-2023 00 UTC,130946.72,5214
16-May-2023 12 UTC,131784.29,5194
16-May-2023 00 UTC,131173.9,5331
15-May-2023 12 UTC,132019.9,5275
15-May-2023 00 UTC,130398.23,5334
14-May-2023 12 UTC,131475.19,5437
14-May-2023 00 UTC,122177.79,5169
13-May-2023 12 UTC,39906.15,1529
13-May-2023 00 UTC,221881.1,8205
12-May-2023 12 UTC,0,0
12-May-2023 00 UTC,84062.62,3122
11-May-2023 12 UTC,145271.88,5707
11-May-2023 00 UTC,148452.42,5819
10-May-2023 12 UTC,148798.88,5766
10-May-2023 00 UTC,146883.41,5756
09-May-2023 12 UTC,30635.42,1067
09-May-2023 00 UTC,146160.21,5865
08-May-2023 12 UTC,146936.81,5483
08-May-2023 00 UTC,143396.31,5376
07-May-2023 12 UTC,38794.26,1303
07-May-2023 00 UTC,147329.85,5548
06-May-2023 12 UTC,145125.49,5439
06-May-2023 00 UTC,231540.71,8086
05-May-2023 12 UTC,0,0
05-May-2023 00 UTC,136346.86,5004
04-May-2023 12 UTC,136034.42,4965
04-May-2023 00 UTC,139483.3,5434
03-May-2023 12 UTC,138454.67,5546
03-May-2023 00 UTC,135333.31,5616
02-May-2023 12 UTC,131649.33,5615
02-May-2023 00 UTC,138873.37,5533
01-May-2023 12 UTC,125485.48,5336
01-May-2023 00 UTC,135196.05,5237
30-Apr-2023 12 UTC,129477.49,5453
30-Apr-2023 00 UTC,132507.6,5381
29-Apr-2023 12 UTC,213119.35,7881
29-Apr-2023 00 UTC,0,0
28-Apr-2023 12 UTC,139309.76,5421
28-Apr-2023 00 UTC,137781.66,4935
27-Apr-2023 12 UTC,144660.64,5613
27-Apr-2023 00 UTC,457413.84,9036
26-Apr-2023 12 UTC,0,0
26-Apr-2023 00 UTC,0,0
25-Apr-2023 12 UTC,0,0
25-Apr-2023 00 UTC,0,0
24-Apr-2023 12 UTC,0,0
24-Apr-2023 00 UTC,175497.3,6548
23-Apr-2023 12 UTC,179988.93,6716
23-Apr-2023 00 UTC,179428.42,6648
22-Apr-2023 12 UTC,181439.83,6849
22-Apr-2023 00 UTC,181152.22,6687
21-Apr-2023 12 UTC,185024.28,6926
21-Apr-2023 00 UTC,181300.18,6691
20-Apr-2023 12 UTC,180898.15,6843
20-Apr-2023 00 UTC,180748.88,6745
19-Apr-2023 12 UTC,181733.45,6831
19-Apr-2023 00 UTC,176049.38,6579
18-Apr-2023 12 UTC,175481.43,6606
