Fold_date,Total_points,Total_Folders
01-Aug-2021 0:UTC,169466.86,  5773
31-Jul-2021 12:UTC,166554.14,  5712
31-Jul-2021 0:UTC,Unknown,  Unknown
30-Jul-2021 12:UTC,166713.37,  5713
30-Jul-2021 0:UTC,165981.50,  5651
29-Jul-2021 12:UTC,162241.06,  5596
29-Jul-2021 0:UTC,167486.18,  5825
28-Jul-2021 12:UTC,161137.95,  5603
28-Jul-2021 0:UTC,162774.33,  5634
27-Jul-2021 12:UTC,162739.29,  5579
27-Jul-2021 0:UTC,169411.71,  5809
26-Jul-2021 12:UTC,164206.21,  5681
26-Jul-2021 0:UTC,166785.79,  5685
25-Jul-2021 12:UTC,166311.51,  5634
25-Jul-2021 0:UTC,170208.07,  5824
24-Jul-2021 12:UTC,170780.64,  5939
24-Jul-2021 0:UTC,168515.04,  5905
23-Jul-2021 12:UTC,168891.70,  5919
23-Jul-2021 0:UTC,172315.84,  6137
22-Jul-2021 12:UTC,173594.63,  6117
22-Jul-2021 0:UTC,173729.75,  6127
21-Jul-2021 12:UTC,177084.90,  6165
21-Jul-2021 0:UTC,187363.31,  6391
20-Jul-2021 12:UTC,179866.21,  6286
20-Jul-2021 0:UTC,186240.91,  6356
19-Jul-2021 12:UTC,182974.82,  6184
19-Jul-2021 0:UTC,186710.13,  6235
18-Jul-2021 12:UTC,187309.61,  6211
18-Jul-2021 0:UTC,189684.72,  6252
17-Jul-2021 12:UTC,176495.08,  6203
17-Jul-2021 0:UTC,179826.33,  6413
16-Jul-2021 12:UTC,177283.87,  6455
16-Jul-2021 0:UTC,180440.54,  6465
15-Jul-2021 12:UTC,171821.02,  6300
15-Jul-2021 0:UTC,183686.36,  6608
14-Jul-2021 12:UTC,180632.66,  6556
14-Jul-2021 0:UTC,180149.01,  6485
13-Jul-2021 12:UTC,178323.23,  6444
13-Jul-2021 0:UTC,194248.31,  6903
12-Jul-2021 12:UTC,145846.77,  5107
12-Jul-2021 0:UTC,Unknown,  Unknown
11-Jul-2021 12:UTC,178807.13,  6217
11-Jul-2021 0:UTC,183880.74,  6352
10-Jul-2021 12:UTC,180280.06,  6353
10-Jul-2021 0:UTC,185023.78,  6735
09-Jul-2021 12:UTC,180450.13,  6618
09-Jul-2021 0:UTC,187316.64,  6702
08-Jul-2021 12:UTC,184039.85,  6511
08-Jul-2021 0:UTC,185749.86,  6670
07-Jul-2021 12:UTC,180349.94,  6641
07-Jul-2021 0:UTC,180518.13,  6751
06-Jul-2021 12:UTC,183139.51,  6836
06-Jul-2021 0:UTC,183792.64,  6833
05-Jul-2021 12:UTC,180192.78,  6812
05-Jul-2021 0:UTC,186127.68,  6927
04-Jul-2021 12:UTC,174767.51,  6224
04-Jul-2021 0:UTC,166176.08,  5701
03-Jul-2021 12:UTC,176020.18,  6535
03-Jul-2021 0:UTC,185950.10,  6966
02-Jul-2021 12:UTC,176296.51,  6417
02-Jul-2021 0:UTC,184550.33,  6906
01-Jul-2021 12:UTC,172288.33,  6515
01-Jul-2021 0:UTC,191832.26,  7188
30-Jun-2021 12:UTC,183132.92,  6769
30-Jun-2021 0:UTC,193742.05,  6848
29-Jun-2021 12:UTC,182252.11,  6325
29-Jun-2021 0:UTC,191577.95,  6941
28-Jun-2021 12:UTC,183414.67,  7130
28-Jun-2021 0:UTC,180593.34,  6952
27-Jun-2021 12:UTC,167159.47,  6304
27-Jun-2021 0:UTC,186971.19,  6996
26-Jun-2021 12:UTC,181651.83,  6735
26-Jun-2021 0:UTC,143963.27,  6750
25-Jun-2021 12:UTC,138749.94,  6941
25-Jun-2021 0:UTC,187358.98,  7882
24-Jun-2021 12:UTC,217010.96,  7493
24-Jun-2021 0:UTC,309011.51, 11045
23-Jun-2021 12:UTC,292038.42, 10025
23-Jun-2021 0:UTC,294791.31, 10221
22-Jun-2021 12:UTC,289243.58, 11255
22-Jun-2021 0:UTC,243429.14, 11517
21-Jun-2021 12:UTC,234925.39,  9257
21-Jun-2021 0:UTC,244084.44,  9733
20-Jun-2021 12:UTC,226676.76,  8493
20-Jun-2021 0:UTC,259585.13,  9676
19-Jun-2021 12:UTC,273592.40,  8940
19-Jun-2021 0:UTC,302208.09,  9714
18-Jun-2021 12:UTC,276146.85,  8938
18-Jun-2021 0:UTC,300457.40,  9482
17-Jun-2021 12:UTC,298739.88,  9325
17-Jun-2021 0:UTC,319235.27, 10054
16-Jun-2021 12:UTC,309220.75,  9591
16-Jun-2021 0:UTC,312599.12,  9629
15-Jun-2021 12:UTC,310176.61,  9284
15-Jun-2021 0:UTC,320369.74, 10002
14-Jun-2021 12:UTC,295250.13,  8878
14-Jun-2021 0:UTC,313300.91,  9476
13-Jun-2021 12:UTC,304399.60,  9280
13-Jun-2021 0:UTC,312198.85,  9629
12-Jun-2021 12:UTC,303998.66,  9329
12-Jun-2021 0:UTC,315261.55,  9804
11-Jun-2021 12:UTC,308671.38,  9775
11-Jun-2021 0:UTC,316467.27,  9562
10-Jun-2021 12:UTC,287135.91,  8506
10-Jun-2021 0:UTC,318330.44,  9804
09-Jun-2021 12:UTC,308049.40,  9446
09-Jun-2021 0:UTC,307067.96,  9277
08-Jun-2021 12:UTC,317728.62,  9807
08-Jun-2021 0:UTC,312805.86,  9679
07-Jun-2021 12:UTC,304515.83,  9446
07-Jun-2021 0:UTC,375604.44,  9442
06-Jun-2021 12:UTC,145642.30,  4470
06-Jun-2021 0:UTC,385249.07,  9286
05-Jun-2021 12:UTC,130030.74,  1986
05-Jun-2021 0:UTC, 76511.26,  2386
04-Jun-2021 12:UTC,302151.24,  9545
04-Jun-2021 0:UTC,306792.66,  9725
03-Jun-2021 12:UTC,297658.59,  9359
03-Jun-2021 0:UTC,327659.78,  9866
02-Jun-2021 12:UTC,322314.82,  9677
02-Jun-2021 0:UTC,320505.76,  9399
01-Jun-2021 12:UTC,314813.13,  9521
01-Jun-2021 0:UTC,321557.01,  9578
31-May-2021 12:UTC,307714.69, 9280 (66)
31-May-2021 0:UTC,313994.70, 9480 (89)
30-May-2021 12:UTC,304681.88, 9112 (134)
30-May-2021 0:UTC,307321.99, 9193 (122)
29-May-2021 12:UTC,292354.13, 8868 (126)
29-May-2021 0:UTC,306713.57, 9438 (161)
28-May-2021 12:UTC,289602.21, 8939 (127)
28-May-2021 0:UTC,301379.32, 9434 (234)
27-May-2021 12:UTC,263317.62, 8023 (213)
27-May-2021 0:UTC,443912.67,11712 (355)
26-May-2021 12:UTC,        0,     0
26-May-2021 0:UTC,315592.33,  9912
25-May-2021 12:UTC,409878.67,  9702
25-May-2021 0:UTC,        0,     0
24-May-2021 12:UTC,309875.06,  9541
24-May-2021 0:UTC,318870.22,  9512
23-May-2021 12:UTC,436799.97,  9748
23-May-2021 0:UTC,        0,     0
22-May-2021 12:UTC,311415.37,  9643
22-May-2021 0:UTC,311228.99,  9974
21-May-2021 12:UTC,322964.56, 10109
21-May-2021 0:UTC,328833.78, 10312
20-May-2021 12:UTC,315439.54,  9689
20-May-2021 0:UTC,312812.64,  9825
19-May-2021 12:UTC,295443.88,  9287
19-May-2021 0:UTC,307127.32,  9945
18-May-2021 12:UTC,299222.07,  9414
18-May-2021 0:UTC,299862.41,  9373
17-May-2021 12:UTC,273165.19,  8906
17-May-2021 0:UTC,288783.53,  9269
16-May-2021 12:UTC,258893.26,  8329
16-May-2021 0:UTC,274622.74,  8803
15-May-2021 12:UTC,258291.30,  8771
15-May-2021 0:UTC,265879.82,  8713
14-May-2021 12:UTC,209728.77,  7245
14-May-2021 0:UTC,264476.69,  8711
13-May-2021 12:UTC,243834.84,  7974
13-May-2021 0:UTC,257303.88,  8338
12-May-2021 12:UTC,237559.46,  7780
12-May-2021 0:UTC,253939.66,  8359
11-May-2021 12:UTC,238809.02,  7766
11-May-2021 0:UTC,246945.97,  7923
10-May-2021 12:UTC,242639.34,  8000
10-May-2021 0:UTC,238908.12,  7876
09-May-2021 12:UTC,322268.32,  8904
