username,payout,points,total_payout,total_points,total_wus,created_at
su6vb07xzilx,2.63,12879,3821.83,33084363,255,2022-01-16T20:27:36.994Z
sqy8kb23mie4,28.48,245412,11250.12,130413709,791,2021-11-02T02:53:51.565Z
sq8llarxo64u,2.61,3500,78.51,139839,54,2022-02-14T23:40:35.660Z
sqk0gpf6pbqq,30.28,267923,8182.99,84095268,1336,2021-09-08T09:45:01.810Z
sr8od6qsdb25,1.51,6049,87597.87,149106492,7229,2020-03-16T13:45:44.820Z
sqj4ls6z2556,34.21,239816,35045.86,245345348,1860,2021-03-09T02:41:09.932Z
spa7u2mkvi5f,2.62,8000,329.83,2450626,113,2022-03-14T12:10:28.849Z
smebd2uj7qyc,52.89,690193,380.49,5340201,36,2022-04-17T01:44:01.654Z
snwg0p5dmcfz,2.64,4570,403.08,989026,404,2021-12-28T05:13:09.84Z
sph1ih8r89ie,6.9,24391,5504.77,21083153,795,2021-04-30T13:33:31.301Z
sn5jammkgb1o,2.67,5972,894.15,1983013,376,2021-07-31T09:35:07.588Z
sma3nxf42am0,14.15,96759,9521.12,100843855,298,2021-06-29T15:54:08.691Z
sjimqkdph518,42.52,462598,6566.99,63066592,1221,2021-12-24T18:56:14.830Z
sm9hwcx9vqgy,49.19,601467,6417.78,93356296,495,2021-10-28T00:48:35.17Z
smxebs5hqnwq,41.32,441027,69.04,535722,11,2022-04-09T01:27:06.827Z
sq1ucqzyccdl,14.29,98000,11923.87,52938896,1694,2021-03-15T22:34:56.122Z
sipjgeydg0be,3.19,18370,50.16,333373,12,2022-04-17T19:10:17.441Z
si2s456esu5z,20.99,160000,344.14,2736483,52,2022-04-11T01:47:04.1Z
shjviw6te08v,2.58,6095,1348.63,1869360,370,2021-05-21T15:59:11.861Z
si2t2k9xtijr,66.78,1119720,6900.44,127150466,452,2021-05-11T11:50:25.715Z
sij580pemsyl,30.52,271025,12358.51,102292674,805,2021-05-28T13:59:49.849Z
sg37hxcuub80,2.63,4325,36.76,65830,25,2021-09-03T00:04:57.142Z
simtwvk7xaaq,3.82,22111,2968.77,13450662,646,2021-05-25T08:43:22.585Z
shi8tzqg7uwc,13.57,91637,4788.97,25694763,1027,2021-05-16T21:15:08.256Z
sgnhd79u1nn7,13.85,93834,12909.97,126388030,422,2021-04-15T14:33:03.238Z
si8c10nzpaag,2.61,12098,3010.03,18402705,858,2021-07-06T21:32:06.725Z
sfegsy6ba5gy,2.92,16800,20.19,64128,8,2022-04-07T12:23:12.984Z
sfxkikpk29gd,34.1,321840,815.14,7924049,29,2021-06-29T15:42:50.76Z
sdfgg0fm3yvz,38.73,394760,3926.08,40064630,128,2022-01-27T21:32:56.803Z
se9x1gp8q28m,59.5,873928,1867.72,18092614,260,2022-02-19T20:17:39.356Z
semij4x26aem,46.5,541755,3095.22,32308025,131,2021-05-24T07:15:23.857Z
sev5yq28nvpa,2.67,7739,297.29,900262,133,2022-01-01T19:08:43.311Z
se6c4ei4i0h1,2.69,8210,848.86,4733097,420,2021-11-07T21:47:18.214Z
seo7gth2oub6,25.58,209799,8027.03,65493676,531,2021-07-07T19:26:34.529Z
scgbkfxamfdd,0.87,4940,1883.08,4842252,1547,2021-03-02T23:19:12.274Z
sd0jjifqnswd,9.86,160000,14130.12,119091904,2906,2021-02-15T03:00:56.991Z
sbj14tqehaau,2.57,4027,23.66,37022,15,2022-03-30T19:36:03.725Z
sbk5q66fjyq5,40.92,433796,8192.04,72192784,240,2021-05-13T16:08:34.890Z
sa94ydrtafq9,4.11,24050,892.54,5346334,417,2022-01-24T20:34:28.807Z
savy7obhok78,40.94,434135,8022.19,72026254,232,2021-05-25T14:04:18.277Z
sbuvzz6ghs4k,32.6,573455,27433.93,566510077,2566,2021-05-16T07:13:08.643Z
sarm9cix226c,12.67,71170,12687.51,65729448,2471,2021-04-25T06:51:45.670Z
s8husgp6z0uz,2.6,12066,97.84,265952,46,2022-03-25T02:54:08.33Z
sbhkcoujifjo,41.32,441039,44763.87,322987002,3173,2020-10-11T16:40:56.226Z
saq7kko7yz6r,32.77,233473,18439.53,103971343,2943,2021-03-28T14:58:42.35Z
s9q9znoa6bke,14.53,146654,4922.98,43468838,1200,2021-06-05T01:39:57.535Z
s7fstnvn3nd5,24.49,197770,124.18,1174917,27,2022-04-18T16:44:35.492Z
s5xnmbjw154p,10.49,67770,1055.5,6596421,199,2022-01-01T16:36:22.319Z
s4p6np8qidpy,43.74,486233,9203.68,129629561,1621,2021-09-30T09:27:07.266Z
s3vt26au54lr,2.69,4900,342.74,2166236,123,2021-11-09T20:29:13.196Z
s41mur7c0pas,10.49,67770,1406.38,8693390,255,2021-05-17T02:25:59.12Z
s6t7yeztnws3,1.48,8340,1696.81,4164416,1635,2021-03-26T19:28:00.528Z
s4d2j2uieezq,23.54,109261,58792.88,605506275,5796,2021-03-01T16:25:34.853Z
s3lmescjmacv,19.6,146372,1244.73,8939972,93,2022-03-04T22:06:38.411Z
s4r1dtb40ltx,18.09,131067,7030.72,46182396,1023,2021-04-28T04:27:17.662Z
s3kuwrbnjfy1,2.68,9561,670.18,2817113,372,2021-12-09T07:30:00.890Z
s2qrxc37ieqp,13.36,90000,18.64,104301,4,2022-04-06T13:38:29.304Z
s25c06cz8lsz,68.04,1167824,1101.34,15698166,59,2021-04-14T23:21:53.827Z
s29xdc6xc46d,2.67,8171,60.38,251888,41,2022-03-26T15:56:46.992Z
s3bqf8hbtac9,52.82,688260,4769.53,45393424,232,2022-01-21T13:25:08.666Z
s31o23r5rc02,46.82,231570,14099.68,68825106,684,2021-04-18T19:49:14.728Z
s21ufc0eb773,5.52,33000,5676.55,7038107,355,2020-10-29T04:10:04.52Z
s2ps0n2tv7h2,67.7,520344,47752.33,688746631,4382,2021-05-04T23:49:41.2Z
s24gre6lucpg,4.05,23462,16085.11,170573241,2246,2021-07-16T03:29:32.599Z
s24o3yn4xl66,27.96,238860,28535.81,232824458,2086,2021-03-04T15:29:36.0Z
rzye13ntdvzd,16.68,118807,351.32,2646491,29,2022-04-06T19:29:57.824Z
rzpnaphzf8ow,2.6,4997,454.39,1172231,199,2021-11-07T19:19:57.988Z
rzfrdyvhmcqj,41.56,445326,66.81,521242,11,2022-04-09T01:27:10.565Z
s0k1bqsqzyyi,13.36,90000,8008.52,59251745,892,2021-05-17T19:44:57.92Z
ryt2kyykl7hl,17.41,125097,5561.61,41010785,406,2021-05-13T19:35:54.680Z
rz7wypxp9bmj,40.43,424969,4005.71,41638228,129,2022-01-27T15:26:27.41Z
rzmxuhok8bqk,2.68,13825,2328.03,10110116,659,2021-05-21T05:02:52.382Z
rzdlxj0wyw8b,39.47,529671,16796.68,177622007,675,2021-05-18T01:22:08.65Z
ryp95l3osdkm,44.57,503070,22379.08,243789554,2753,2021-04-04T02:01:42.791Z
ryanmj4yyvae,1.79,6450,5682.98,33403406,1551,2021-04-23T20:28:08.473Z
ry9in37wzran,12.68,84800,138.22,632158,65,2022-03-05T22:49:05.387Z
rx223vh161us,3.69,21300,441.05,3517403,33,2022-02-10T11:33:43.145Z
rx6u5hjjco95,19.2,142450,3652.74,27363455,315,2021-07-26T19:40:50.392Z
rx2nsky46qgf,45.11,513870,12748.62,179830204,2466,2021-11-26T14:07:42.37Z
rwkydokw71zq,2.68,7021,1409.95,2737784,436,2021-05-24T22:03:16.116Z
rxgzzv1ejua7,12.23,81312,9552.13,101507804,2384,2021-08-29T16:21:44.844Z
rxcyv4528duk,29.62,133447,14395.01,73190664,2028,2021-04-22T12:44:56.26Z
rw7tvhz4xc7d,79.9,540781,5494.94,29578387,203,2021-03-13T13:51:41.599Z
rwyxcpuqkkja,7.09,43463,1877.21,12381669,4120,2021-11-10T10:20:22.571Z
rwi066dl4v8u,22.19,99026,6860.31,24216512,2521,2021-05-07T18:39:20.150Z
rt103er9d9ny,43.99,491400,4000.23,40935201,131,2022-01-30T02:03:48.650Z
rw45gpcuq4xt,12.7,84918,7144.13,39679043,3304,2021-05-03T20:23:37.191Z
rtgo8p2yixih,10.66,69093,6982.87,80024778,1033,2021-09-28T16:41:22.943Z
rukbfwdszc2w,10.0,154371,4628.94,46366059,1431,2021-04-11T16:05:11.405Z
rt7n704d4nc7,37.62,376937,4047.46,41437445,135,2022-01-18T03:08:46.534Z
rv9u9x0e5q9w,23.74,189360,3142.61,25774148,475,2021-07-20T10:26:09.849Z
rt5lm60biwgo,2.59,11937,7093.06,3276449,370,2019-04-15T06:35:01.765Z
rsixb1mr53ni,76.46,1536132,5328.55,106608322,363,2022-03-12T07:11:31.939Z
runl1mle4bca,40.65,340690,30709.6,263872885,1303,2021-04-12T12:44:43.360Z
rrz8b90hfji2,79.52,619844,39379.86,239274472,1784,2021-03-07T20:49:30.871Z
rrif3bo2iewg,2.58,13319,8738.39,61406209,846,2021-03-17T02:30:15.323Z
rpzy1c9d4k58,17.1,122396,3444.06,24974307,282,2021-07-26T19:33:36.78Z
rq2f3aan3hts,14.57,100386,3787.59,42528553,121,2021-12-10T17:31:13.819Z
rr3d3k6k3d8r,4.22,24788,880.31,5824366,365,2022-01-08T19:12:55.469Z
rrcki71zhkbo,4.76,28214,4153.36,18114821,1296,2021-04-23T16:02:05.374Z
rpiif7csjj54,47.95,573538,31220.93,529278098,4353,2021-05-26T06:04:53.204Z
rqyriptwm4kq,3.51,8300,4925.9,15870871,1600,2021-05-08T22:25:08.150Z
rpaagt17ggso,48.12,577339,7629.83,97501164,559,2021-12-09T23:04:15.460Z
rovwi15q5wbv,40.59,195696,23223.24,138620781,2205,2021-05-21T15:52:58.445Z
rpvi8jm5bag9,16.45,88465,118618.11,76357703,11095,2019-07-05T02:12:00.604Z
rn4wt1xdmjo3,3.26,18780,75.37,315250,41,2021-08-20T03:28:41.63Z
rnoymvz3ic7b,18.62,136780,482.73,3673216,60,2022-03-26T23:16:29.359Z
rndkl00zld3d,9.33,59110,740.0,4451203,339,2021-12-16T20:30:47.102Z
roctm6h8ne4g,90.02,914091,24989.14,381852815,1424,2021-04-20T15:24:23.936Z
rnb6z4mhgx3e,4.09,15224,12981.8,101740840,633,2021-05-05T20:39:29.708Z
rn87f63eax7c,49.51,288343,24741.76,227871663,1659,2021-04-19T06:12:58.666Z
rnxe7amrcynw,77.84,1606456,36166.22,439141339,2436,2021-02-26T19:24:12.922Z
rl435qjufbqu,2.6,6126,504.83,428236,96,2021-03-09T04:31:26.157Z
rn6851e9878r,2.87,13581,6249.63,32185197,1579,2021-04-10T01:10:23.342Z
rmfmqyfsajed,2.68,11728,2859.51,16139767,809,2021-03-26T15:41:11.189Z
rjkabxogq1cz,35.95,339053,12598.61,120895345,407,2021-04-10T14:25:27.21Z
rk3ig3avop8n,4.57,26975,6165.14,44479558,800,2021-04-20T15:01:45.530Z
rkjsrvuj16of,2.57,7075,36.75,91786,22,2022-04-10T21:56:18.800Z
rivq31cnic9b,82.92,548738,24652.18,153913089,1491,2021-05-17T10:47:51.328Z
riei9thotk8v,20.26,152837,2926.61,26998434,518,2021-12-21T18:03:20.423Z
riq2y21jzf6b,9.19,32919,4917.61,14335625,1417,2021-04-26T17:27:18.227Z
rj4xq73vshdy,112.05,1303563,29410.79,352402111,1598,2021-01-07T15:21:17.524Z
rjl0nxv5ikjg,21.97,81101,8705.35,40935652,1280,2021-05-21T00:52:21.701Z
ri9ivfap7p8j,5.73,34338,1745.53,13689433,271,2021-09-05T18:29:51.320Z
rjvkypur40vy,2.69,4207,1823.44,4557201,566,2021-05-07T08:29:45.312Z
rf2r7fr3rx7a,52.83,688629,1300.67,13320668,177,2022-03-31T19:48:28.733Z
rfspz8yl3rph,38.17,385822,2104.78,16325773,668,2021-10-23T12:51:39.796Z
ret7uxnuovp0,69.07,1208791,13119.16,217762011,1183,2021-05-12T13:17:31.380Z
rew1vc5hxce5,18.72,137770,193.4,1613667,26,2022-04-04T08:19:16.189Z
ri89l5uy968k,74.32,1434743,47881.06,742133521,3473,2021-03-12T03:21:57.884Z
rec0ykckzz1c,11.73,77394,1191.25,11580553,62,2022-02-04T08:44:00.893Z
rczncvogui2w,12.29,81768,1879.1,14185266,267,2022-01-08T19:49:24.754Z
rgv78z8g2ch3,57.51,814000,9215.74,95639253,1795,2021-05-27T19:56:23.977Z
rgltyxzt37vg,46.27,537213,3902.78,38518240,491,2021-07-20T07:56:48.206Z
rhnkketp6mwz,41.05,229099,17112.88,72762799,1191,2021-03-04T15:05:47.192Z
rb3l08jzlgs7,4.53,26772,278.3,1786677,83,2022-03-25T06:10:36.1Z
rc1ojswrvv9g,97.04,2910959,9450.71,217314732,702,2022-02-13T04:25:39.50Z
rcxd4v3lddth,3.14,18840,1663.82,7674743,578,2019-04-15T03:29:48.850Z
rbz5066ojyy5,4.33,4735,761.56,668622,173,2021-05-18T11:20:29.16Z
rctbsr469tve,26.63,221487,7362.77,74908979,525,2021-03-01T08:15:12.280Z
rcwgprwzlknu,2.59,4970,2361.89,8318187,771,2021-05-07T06:25:29.779Z
rb4wbz8qb1as,2.65,9458,915.85,2028590,372,2021-07-31T01:54:47.23Z
raest6aa9suj,40.93,434067,7640.14,68234806,226,2021-05-26T14:23:35.452Z
rcb6keg73nf7,6.73,26873,10719.86,33015420,2243,2021-03-12T14:42:25.137Z
ra1142kcfcoi,2.68,6000,2135.9,5648298,767,2021-05-07T22:45:45.48Z
r9slr78t9uh0,2.6,8368,915.33,6399431,258,2021-12-19T22:31:47.240Z
r8yqf5ruqhov,61.4,932677,6086.57,76488951,467,2022-02-09T08:12:18.336Z
r7waqqt3urj5,2.61,12126,162.87,502142,84,2022-03-08T21:22:13.784Z
r7f8lwt3mo6v,26.06,215116,268.96,1935997,64,2022-04-02T23:07:40.715Z
r8v4qutyp0gw,2.67,3400,1147.66,1403598,435,2021-05-17T12:25:11.248Z
r8a4vj59wtmc,2.69,8214,1594.09,2642443,409,2021-04-15T20:16:58.707Z
r90g1vmblhs6,45.33,518294,30224.26,391842470,8572,2021-04-19T03:26:37.827Z
r63tl6k7ih1c,27.03,227080,17619.85,156124760,1116,2021-05-03T17:48:54.302Z
r6z68zah4s6q,33.16,308502,15523.72,87157159,986,2021-02-21T19:50:42.778Z
r60hmbjkitaw,37.76,178360,17526.68,88703866,1554,2021-04-24T17:33:40.595Z
r50h1h8ls7pz,2.59,11944,488.59,4005539,80,2022-02-20T22:24:16.582Z
r3kw3amagyjq,25.05,203904,1719.08,26113251,105,2022-02-07T14:37:52.41Z
r4tphg439r28,2.63,9368,355.69,1516014,196,2022-01-15T15:34:22.374Z
r4dx8qeuw802,5.55,33217,373.39,2491448,113,2022-03-23T14:39:13.862Z
r2y1paj77n7u,2.63,5325,103.49,51736,25,2021-05-07T22:34:48.156Z
r3isfp4vutbj,20.36,153860,13120.52,99618247,1241,2021-05-15T18:48:40.931Z
r3hr13nlpyyx,5.57,33341,3870.91,42056968,997,2021-11-15T21:56:45.663Z
r371y16faovw,37.66,377640,7643.24,82880626,256,2021-06-25T02:24:47.958Z
r2xt92zg6ss2,74.19,464685,14787.47,89592296,999,2021-05-14T15:53:56.265Z
r5ygfbg7wed6,66.73,1117712,42168.72,653316705,3863,2021-04-18T18:36:13.485Z
r0il4ubwg1w0,25.0,203400,1513.24,15438383,89,2022-03-24T13:03:38.210Z
r09b4tepkfvx,39.68,411530,67.41,496153,11,2022-04-09T01:21:15.941Z
r2iz7w6rnyzv,43.28,477117,8123.98,72220556,240,2021-05-25T14:06:13.537Z
r1wkcx5c66wf,36.15,353430,3076.74,16273215,319,2021-05-05T03:07:35.991Z
r1i7d8xn8rne,4.06,3670,1898.78,2854611,379,2021-04-29T05:29:08.772Z
r0icj6076t31,23.23,183766,4964.2,43733473,847,2021-10-30T13:02:40.581Z
r2882yhmns9j,18.79,114596,17360.46,78109384,1659,2021-02-24T22:42:41.914Z
qz3rf9yy44fp,24.74,200531,27448.17,775551815,2839,2021-04-21T08:26:21.881Z
r0a05hyas3vo,69.18,1213290,51752.89,1019248908,7219,2021-04-17T11:56:49.699Z
qytao8a4kchq,20.5,155193,7636.48,53397561,515,2021-06-11T14:26:48.617Z
qw702z2w5whm,34.44,326610,68.91,490538,12,2022-04-09T01:23:58.723Z
qw4n257exg8c,2.61,3500,112.08,603923,33,2022-03-01T10:17:41.657Z
qybzfn13gavd,2.47,8125,1276.13,1499335,337,2021-04-29T22:01:44.743Z
qwhc2q6fvs90,48.78,592138,4445.27,52019868,313,2021-05-07T05:05:10.376Z
qw56jv008y8l,33.13,172238,17701.74,91752577,1691,2021-05-07T20:26:32.839Z
qu40wqlh6twy,17.09,122325,3595.49,23743295,468,2021-06-12T21:09:26.323Z
qyopl2vtvj0n,47.8,570240,13759.24,191543702,1250,2021-05-18T19:03:25.766Z
qv1dtfuynyqh,78.56,1642563,45867.95,1050705526,4220,2021-05-03T14:58:20.828Z
qsyj5sxph9ba,4.16,6004,1376.77,1502288,308,2021-04-23T22:01:51.812Z
qtd0bh1aki3p,2.57,4225,4228.42,15849474,1883,2021-04-27T15:32:25.688Z
qradoqfyqb7q,22.13,171203,1166.05,10484851,63,2022-02-04T08:40:00.888Z
qs7mr63h2h9j,31.04,278367,1246.11,11401823,62,2022-03-21T15:05:51.915Z
qsk786v9qsuf,12.21,81101,33.72,156327,10,2022-04-07T12:23:16.470Z
qrcsod13p5xd,2.68,13859,745.4,1194607,216,2021-05-14T22:56:15.793Z
qq4qhmz46k3c,34.59,328860,67.65,467026,12,2022-04-09T01:23:58.246Z
qrexmvfqldc5,2.67,3400,762.93,701760,279,2021-04-21T07:40:50.652Z
qrlqg0jgaztd,2.58,6739,707.82,1652442,311,2021-09-14T05:08:12.246Z
qpnyq8e3ge1k,67.06,1129955,10180.1,193639050,738,2021-11-14T12:18:56.741Z
qrhtguwyhit2,20.57,155858,12251.25,60684790,4408,2021-03-01T16:55:55.911Z
qoj4nvmflxmx,41.48,443866,69.06,543269,11,2022-04-09T01:24:02.178Z
qpcw13reht9d,52.0,667975,4706.62,60827722,635,2022-03-01T20:50:08.600Z
qpkt3v2vukcc,2.68,3600,605.68,735053,282,2021-06-14T08:33:57.229Z
qnl4vbq1nl98,34.47,327148,4367.53,48357980,297,2021-12-23T00:44:33.344Z
qp41jvfhn6ux,2.67,3400,11345.86,98825434,1523,2021-04-25T10:49:28.234Z
qmv4y99gew0r,39.24,403698,2546.32,23855023,384,2022-01-21T03:56:33.976Z
qpdshc1uknp8,10.95,308734,14036.94,188561868,6209,2021-03-09T16:49:51.522Z
qore8mpgg9gk,25.35,207277,6499.97,63034012,730,2021-10-31T03:57:48.252Z
qnqoqgxy836g,63.09,988946,15012.14,282138557,2133,2021-12-13T23:31:38.561Z
qmnv2q2jmjst,4.13,6240,5080.49,8776145,734,2021-02-23T23:27:10.876Z
qm7xc6oglito,46.5,541794,442.54,4435867,36,2022-04-08T14:36:09.498Z
qjmaqw2tb4pw,18.74,137973,1215.53,8852540,94,2022-03-04T22:07:59.961Z
qlm6i76351v9,5.03,65561,26088.08,25237797,4358,2020-11-06T00:08:51.141Z
qkg8njt3x7x5,49.54,609284,6500.85,84637174,520,2022-02-07T17:51:27.204Z
qk6drc2swfcc,2.61,3500,1189.15,1321568,287,2021-05-08T16:08:41.41Z
qkivlmuqb2j4,59.21,864960,19172.73,257464378,2416,2021-05-11T06:58:27.886Z
qjbe0ar9hkyi,34.31,398855,8763.14,97697101,376,2021-06-04T00:15:38.16Z
qjnf1ly32mww,16.38,116190,16636.04,135147108,1868,2021-04-27T10:30:20.540Z
qj9hm2v6ffm8,4.04,23355,4400.85,18562306,1137,2021-04-21T03:30:08.960Z
qj0f3h9u0hsj,26.63,221537,22484.9,209106744,2190,2021-04-26T19:32:15.953Z
qiyee2a9tq04,13.5,91100,598.76,658369,95,2021-01-23T10:51:28.833Z
qj0bs96wkx8y,2.61,3500,277.29,219289,85,2021-03-15T15:31:09.288Z
qhkzpt2a70m1,78.72,1650923,7017.25,153708426,522,2021-05-17T03:38:50.198Z
qh4hmmg1tsn7,64.42,1033884,7555.05,137006348,624,2022-02-21T01:03:58.839Z
qi3epfsxbd8y,76.68,535628,43210.95,136734341,993,2020-02-22T10:57:45.580Z
qfa5acswd0ta,68.61,1190393,10276.1,170092359,690,2021-12-23T23:04:31.857Z
qepfwd1c3vpt,85.98,2074467,1805.49,53597886,201,2021-11-28T04:54:33.426Z
qf152zh4rm78,46.42,540050,3096.69,34217277,82,2022-01-21T17:58:31.572Z
qfbhk978jjdl,41.82,1389719,32046.02,800007447,4286,2021-03-21T23:58:58.435Z
qfxcvbev4gnd,2.67,4400,1171.2,1246824,502,2021-06-01T23:05:50.743Z
qekhv64bxyh5,2.67,3400,623.74,766760,142,2021-04-18T18:48:41.241Z
qdhimhppd74k,36.52,359331,1177.22,18078940,84,2022-04-02T16:05:36.198Z
qdqcdnay988h,2.67,11700,3405.01,6282245,2115,2021-04-30T02:52:37.364Z
qd5s9ql3m1e9,5.41,32323,2167.4,4342607,583,2021-03-08T10:19:45.685Z
qdmidjt2lw85,4.83,28615,25862.16,429986768,3962,2021-05-11T21:06:45.959Z
qc15wb20w9rj,3.07,17659,4577.38,49394078,929,2021-07-01T03:21:38.439Z
qcsjj79tgfs6,35.18,322560,8824.96,96549821,373,2021-06-04T00:15:25.976Z
qcl21zyb99z2,34.74,330972,19342.92,90929449,1681,2021-01-22T09:35:06.76Z
qbdaq76jfnyz,10.37,66910,2997.41,3521025,851,2020-06-29T11:52:55.235Z
qaw0msg2g5lz,19.13,141784,3153.38,22756460,243,2021-07-26T20:01:15.10Z
qa8lzpn0up92,20.46,154787,4050.28,22474385,344,2021-05-17T11:16:53.796Z
q9nuq4g5c5d4,11.02,71917,2914.99,22813928,470,2021-12-04T11:17:15.490Z
qa54xxs5v22l,70.86,1281660,10570.39,169044726,913,2021-11-16T12:04:14.485Z
qaeyye5oucqo,50.65,634153,6028.11,63929703,1072,2021-08-29T21:27:54.795Z
q91r55yly2p0,2.57,13268,80.29,387143,51,2022-03-08T11:30:10.596Z
q9ytaq6ydr5s,14.9,103250,77.29,518923,16,2022-01-04T18:50:52.837Z
q9snq2rb86r7,1.35,9267,3426.4,3656308,921,2020-07-20T05:16:29.395Z
q966z47ogtqq,2.69,6344,1678.38,1975077,403,2021-03-19T21:00:08.706Z
q725xfms5cq8,27.87,237701,7107.99,50281513,754,2021-04-19T17:30:17.145Z
qahx8dnh6r67,9.57,38201,5672.78,19300022,1376,2021-05-06T01:19:12.608Z
q5f653je805a,59.76,881640,7423.96,102143429,690,2020-02-25T00:31:00.873Z
q5jn5makzsim,20.99,160000,55.32,485077,8,2022-04-19T22:18:41.329Z
q6h26t7pgpri,19.59,146224,3347.79,24217796,271,2021-07-26T19:37:33.233Z
q5di3w381dhw,2.58,5225,280.89,766104,199,2021-12-01T02:28:26.444Z
q4v4h9svj2rk,10.46,67599,10041.62,102985230,315,2021-04-15T15:09:36.721Z
q5kp57ljm4ia,2.82,16175,20447.51,187714694,1621,2021-03-08T23:44:36.360Z
q4uirq0trxe4,95.8,1029011,33243.94,352660997,1739,2021-04-26T16:14:56.264Z
q4vz609r0lk9,78.17,567271,25411.76,180940990,2702,2021-06-20T20:56:19.936Z
q4p6quljrz9x,3.33,8368,2065.1,2276105,471,2021-03-01T20:56:50.637Z
q44fxz2cg6rh,5.54,18552,11571.05,52051029,2059,2021-05-14T10:48:29.984Z
q3i7rzm4hoz5,12.21,81101,2827.64,17950563,389,2021-05-28T10:58:04.176Z
q3e677bu2jps,2.67,3400,2994.63,12105065,634,2021-04-26T11:25:58.411Z
q39ejbtu3xyu,40.27,468358,15994.36,166354758,590,2021-05-10T05:49:07.655Z
q1cdyoh0cuv8,30.04,264981,598.89,5354595,45,2022-03-12T13:51:29.442Z
q1j8snen5q88,3.15,18133,325.46,1383264,159,2022-02-07T16:23:39.294Z
q2htt6ctweug,12.68,84800,505.26,2836887,264,2021-11-23T02:39:10.420Z
q12pl0lqk7b8,4.0,6580,15675.86,58256591,2720,2021-01-18T02:47:17.233Z
q1llw6p2dvwx,44.88,482900,28033.2,262508773,3286,2021-03-10T18:05:07.753Z
q07qw29d5yjo,100.75,3254820,41879.02,1379489954,4005,2021-05-15T15:59:00.810Z
q0ss2m6dv9w9,4.23,11896,3070.08,5311650,737,2021-06-04T01:22:34.425Z
pzntncl0u74a,31.3,282158,886.98,8014040,129,2022-04-03T17:29:33.811Z
pz4oxv63qw54,3.56,20535,615.87,3716000,292,2022-02-07T22:21:38.722Z
pytxaobdawl7,17.74,127969,4049.67,42935126,544,2021-10-08T10:53:53.151Z
pxymgr2g4nq2,33.18,308736,7039.03,91692239,901,2021-12-05T00:29:29.599Z
pxnvjko8nxrj,2.62,7225,403.87,1295317,338,2022-01-17T12:02:00.170Z
pwypp6anqkne,46.53,542404,157.59,1347835,15,2022-04-02T12:08:09.877Z
pwmiemczsgwo,34.53,327960,64.18,447328,11,2022-04-09T01:24:03.157Z
py3y7zpmfk99,45.61,523862,9408.72,120533702,241,2021-09-28T13:24:00.958Z
q06zgsg8i1w7,104.63,882548,60337.57,843551119,8853,2021-06-24T14:56:54.429Z
pyqj3e6vo63g,51.73,261087,14280.38,67110187,2119,2021-05-02T16:19:42.1Z
pu48xmn65way,44.79,507430,4057.86,42825336,127,2022-01-28T03:12:28.366Z
pujfihhj2no6,2.6,4752,4115.86,60775448,595,2021-11-29T00:42:08.279Z
psilyvovsk77,7.48,31639,3087.07,7339556,820,2021-04-18T21:27:03.493Z
pv0kzbup4nf9,4.32,7780,3598.18,10127296,657,2021-04-13T12:23:51.975Z
pv10jto7yrzb,2.61,8852,64.36,363797,20,2022-04-03T15:55:43.89Z
ptqdl9xe07zq,1.67,6939,4697.42,22229210,791,2021-04-20T14:40:32.649Z
profpkxzd8f0,30.52,270944,17914.66,223558722,1788,2021-04-19T10:06:10.718Z
pqohvwg924ov,7.23,44465,3226.96,46502459,385,2021-10-29T15:34:12.670Z
prpcf11jkijp,7.15,43913,2465.35,12380012,1138,2021-05-05T03:30:16.635Z
ppu1kgv84mor,36.71,362464,22213.51,235283482,2053,2021-05-03T03:32:30.99Z
ppk9yeleh7c1,39.94,416300,600.44,4937758,32,2022-02-10T11:33:38.843Z
pmrc9av1hwtq,12.56,83800,1694.57,13170696,419,2022-01-10T00:52:46.458Z
povoeftwdqnn,31.19,172690,20376.38,115165816,1238,2021-03-01T01:56:39.959Z
po8oaj8yjedc,2.59,8322,1197.52,1767540,343,2021-06-01T21:00:20.917Z
pmbpdz1bz1vy,3.76,5970,1585.05,1929140,740,2021-06-19T23:02:30.60Z
pm4eeimencgm,28.79,249301,130.75,1050874,34,2022-04-16T13:49:00.155Z
po963rjm3wsp,29.45,265155,11569.99,104507917,2333,2021-06-02T19:10:19.11Z
pm4t9qki2o1r,93.51,711256,27729.46,240872838,1047,2021-04-29T12:53:39.597Z
pll43i11wstm,16.66,118622,2136.48,15075830,206,2021-12-10T19:39:48.154Z
pouqkzmghb9b,4.6,4940,3512.71,3437902,1074,2021-03-03T18:51:30.641Z
pior9a2yb36g,16.25,115000,40.27,210333,10,2022-04-07T12:23:17.967Z
pklyvm6ien2h,3.27,18858,512.4,2552742,226,2022-01-14T23:11:56.871Z
pkpwuw2oib04,26.89,225355,9032.0,119908580,768,2021-08-05T14:21:55.700Z
pke8pg5cyv87,3.11,17924,397.06,1847373,231,2022-02-07T12:39:06.256Z
plbfbrici9mf,20.48,82101,5497.98,21169179,910,2021-06-28T21:05:26.81Z
pkei0uhvxfnz,47.48,563084,4155.57,42309698,132,2022-01-28T15:56:14.71Z
pj9kh6ug4t73,58.13,832340,6805.73,67377934,264,2019-08-04T13:44:16.826Z
pivl7khw3dgh,5.18,20217,6601.29,24523290,762,2021-02-26T20:16:29.506Z
